frameRate	psychopyVersion	expName	date	show_control_monitor	eeg_record	phase	task	stim_list	experimenter	id	TrialNumber	image	category	subcategory	repeat	task	block	presentation	ran	order	break_text1.started	break_text1.stopped	break_text2.started	break_text2.stopped	delay_red_fix.started	delay_red_fix.stopped	jitter	stim_image.started	stim_image.stopped	photosensor_dot.started	photosensor_dot.stopped	trial_red_fixation.started	trial_red_fixation.stopped	response.keys	response.started	response.stopped	resp	rt	correct	feedback1.started	feedback1.stopped	feedback2.started	feedback2.stopped	resp_trigger_frame	response.rt
59.98859087	2021.2.1	sof_nback_task	2021_Oct_20_1002	no	yes	real	1back	1	999	999	54	CFD-LF-241-188-N.jpg	faces	female	0	1back	1	1	1	53	None	None	None	None	None	None	98	258.41653	258.9165	258.41653	258.9165	258.16656	258.1665629	None	258.41653	258.1665629	n/a	-99	1	None	None	None	None	--	--
59.98859087	2021.2.1	sof_nback_task	2021_Oct_20_1002	no	yes	real	1back	1	999	999	55	CFD-BF-223-250-N.jpg	faces	female	0	1back	1	1	1	54	None	None	None	None	None	None	109	260.81635	261.31628	260.81635	261.31628	260.56635	260.5663539	None	260.81635	260.5663539	n/a	-99	1	None	None	None	None	--	--
59.98859087	2021.2.1	sof_nback_task	2021_Oct_20_1002	no	yes	real	1back	1	999	999	56	bnine.jpg	scenes	natural	0	1back	1	1	1	55	None	None	None	None	None	None	111	263.39944	263.8994	263.39944	263.8994	263.14948	263.1494706	None	263.39944	263.1494706	n/a	-99	1	None	None	None	None	--	--
59.98859087	2021.2.1	sof_nback_task	2021_Oct_20_1002	no	yes	real	1back	1	999	999	57	CFD-AM-242-176-N.jpg	faces	male	0	1back	1	1	1	56	None	None	None	None	None	None	116	266.0159	266.51584	266.0159	266.51584	265.7659	265.7659086	None	266.0159	265.7659086	n/a	-99	1	None	None	None	None	--	--
59.98859087	2021.2.1	sof_nback_task	2021_Oct_20_1002	no	yes	real	1back	1	999	999	58	level01a.jpg	objects	manmade	0	1back	1	1	1	57	None	None	None	None	None	None	110	268.71567	269.2156	268.71567	269.2156	268.46567	268.4656773	None	268.71567	268.4656773	n/a	-99	1	None	None	None	None	--	--
59.98859087	2021.2.1	sof_nback_task	2021_Oct_20_1002	no	yes	real	1back	1	999	999	59	canyon_04_05_askl.jpg	scenes	natural	1	1back	1	1	1	58	None	None	None	None	None	None	114	271.3155	271.81543	271.3155	271.81543	271.0655	271.0654834	None	271.3155	271.0654834	n/a	-99	1	None	None	None	None	--	--
59.98859087	2021.2.1	sof_nback_task	2021_Oct_20_1002	no	yes	real	1back	1	999	999	60	canyon_04_05_askl.jpg	scenes	natural	1	1back	1	2	1	59	None	None	None	None	None	None	120	273.9819	274.48184	273.9819	274.48184	273.73193	273.7319274	j	273.9819	273.7319274	j	0.36931226	1	None	None	None	None	39	0.36931226
59.98859087	2021.2.1	sof_nback_task	2021_Oct_20_1002	no	yes	real	1back	1	999	999	61	sandcastle.jpg	objects	manmade	0	1back	1	1	1	60	None	None	None	None	None	None	118	276.74832	277.24826	276.74832	277.24826	276.49832	276.4983326	None	276.74832	276.4983326	n/a	-99	1	None	None	None	None	--	--
59.98859087	2021.2.1	sof_nback_task	2021_Oct_20_1002	no	yes	real	1back	1	999	999	62	seashell02.jpg	objects	natural	0	1back	1	1	1	61	None	None	None	None	None	None	117	279.4814	279.98135	279.4814	279.98135	279.2314	279.2314246	None	279.4814	279.2314246	n/a	-99	1	None	None	None	None	--	--
59.98859087	2021.2.1	sof_nback_task	2021_Oct_20_1002	no	yes	real	1back	1	999	999	63	CFD-AF-205-155-N.jpg	faces	female	0	1back	1	1	1	62	None	None	None	None	None	None	112	282.19785	282.6978	282.19785	282.6978	281.94788	281.9478857	None	282.19785	281.9478857	n/a	-99	1	None	None	None	None	--	--
59.98859087	2021.2.1	sof_nback_task	2021_Oct_20_1002	no	yes	real	1back	1	999	999	64	grape02.jpg	objects	natural	0	1back	1	1	1	63	None	None	None	None	None	None	110	284.83096	285.3309	284.83096	285.3309	284.581	284.580984	None	284.83096	284.580984	n/a	-99	1	None	None	None	None	--	--
59.98859087	2021.2.1	sof_nback_task	2021_Oct_20_1002	no	yes	real	1back	1	999	999	65	lawnmowertractor.jpg	objects	manmade	1	1back	1	1	1	64	None	None	None	None	None	None	115	287.43076	287.9307	287.43076	287.9307	287.1808	287.1807717	None	287.43076	287.1807717	n/a	-99	1	None	None	None	None	--	--
59.98859087	2021.2.1	sof_nback_task	2021_Oct_20_1002	no	yes	real	1back	1	999	999	66	lawnmowertractor.jpg	objects	manmade	1	1back	1	2	1	65	None	None	None	None	None	None	118	290.11383	290.6138	290.11383	290.6138	289.86386	289.8638501	j	290.11383	289.8638501	j	0.52457833	1	None	None	None	None	48	0.52457833
59.98859087	2021.2.1	sof_nback_task	2021_Oct_20_1002	no	yes	real	1back	1	999	999	67	FreeFoto_beach_24_9.jpg	scenes	natural	0	1back	1	1	1	66	None	None	None	None	None	None	118	292.84692	293.3469	292.84692	293.3469	292.59695	292.5969589	None	292.84692	292.5969589	n/a	-99	1	None	None	None	None	--	--
59.98859087	2021.2.1	sof_nback_task	2021_Oct_20_1002	no	yes	real	1back	1	999	999	68	sealion.jpg	objects	natural	1	1back	1	1	1	67	None	None	None	None	None	None	109	295.58005	296.08	295.58005	296.08	295.33005	295.3300445	None	295.58005	295.3300445	n/a	-99	1	None	None	None	None	--	--
59.98859087	2021.2.1	sof_nback_task	2021_Oct_20_1002	no	yes	real	1back	1	999	999	69	sealion.jpg	objects	natural	1	1back	1	2	1	68	None	None	None	None	None	None	96	298.1632	298.66312	298.1632	298.66312	297.9132	297.9132192	j	298.1632	297.9132192	j	0.5708406	1	None	None	None	None	51	0.5708406
59.98859087	2021.2.1	sof_nback_task	2021_Oct_20_1002	no	yes	real	1back	1	999	999	70	floorlamp.jpg	objects	manmade	0	1back	1	1	1	69	None	None	None	None	None	None	101	300.5296	301.02957	300.5296	301.02957	300.27963	300.2796329	None	300.5296	300.2796329	n/a	-99	1	None	None	None	None	--	--
