frameRate	psychopyVersion	expName	date	eeg_record	stim_set	id	TrialNumber	image	category	subcategory	image_file	repeat	ran	order	break_text.started	break_text.stopped	delay_red_fix.started	delay_red_fix.stopped	jitter	stim_image.started	stim_image.stopped	photosensor_dot.started	photosensor_dot.stopped	trial_red_rix.started	trial_red_rix.stopped	response.keys	response.started	response.stopped	resp	rt	correct	response.rt
99.94942561	3.1.2	sof_task	2020_Feb_03_0953	yes	set7	999	91	natural_009.jpg	scenes	natural	sof_images/scenes/natural_009.jpg	1	1	90	None	None	None	None	120	505.18826	505.6886	505.18826	505.6886	504.6879	504.6879074	None	505.18826	None	n/a	-99	1	--
99.94942561	3.1.2	sof_task	2020_Feb_03_0953	yes	set7	999	92	fern.jpg	objects	natural	sof_images/objects/fern.jpg	1	1	91	None	None	None	None	116	507.40988	507.91016	507.40988	507.91016	506.90945	506.9094612	None	507.40988	None	n/a	-99	1	--
99.94942561	3.1.2	sof_task	2020_Feb_03_0953	yes	set7	999	93	neutral_002.jpg	faces	female	sof_images/faces/neutral_002.jpg	1	1	92	None	None	None	None	130	509.5914	510.09177	509.5914	510.09177	509.091	509.0909977	None	509.5914	None	n/a	-99	1	--
99.94942561	3.1.2	sof_task	2020_Feb_03_0953	yes	set7	999	94	neutral_068.jpg	faces	female	sof_images/faces/neutral_068.jpg	1	1	93	None	None	None	None	123	511.91293	512.41327	511.91293	512.41327	511.4126	511.4125985	None	511.91293	None	n/a	-99	1	--
99.94942561	3.1.2	sof_task	2020_Feb_03_0953	yes	set7	999	95	natural_019.jpg	scenes	natural	sof_images/scenes/natural_019.jpg	1	1	94	None	None	None	None	137	514.16455	514.66486	514.16455	514.66486	513.66425	513.6642522	None	514.16455	None	n/a	-99	1	--
99.94942561	3.1.2	sof_task	2020_Feb_03_0953	yes	set7	999	96	natural_031.jpg	scenes	natural	sof_images/scenes/natural_031.jpg	1	1	95	None	None	None	None	129	516.5563	517.0565	516.5563	517.0565	516.05585	516.0558654	None	516.5563	None	n/a	-99	1	--
99.94942561	3.1.2	sof_task	2020_Feb_03_0953	yes	set7	999	97	envelope.jpg	objects	manmade	sof_images/objects/envelope.jpg	1	1	96	None	None	None	None	123	518.8778	519.3782	518.8778	519.3782	518.37744	518.3774558	None	518.8778	None	n/a	-99	1	--
99.94942561	3.1.2	sof_task	2020_Feb_03_0953	yes	set7	999	98	envelope.jpg	objects	manmade	sof_images/objects/envelope.jpg	2	1	97	None	None	None	None	121	521.1195	521.61975	521.1195	521.61975	520.619	520.6190293	j	521.1195	None	j	0.7475864	1	0.7475864
99.94942561	3.1.2	sof_task	2020_Feb_03_0953	yes	set7	999	99	neutral_028.jpg	faces	male	sof_images/faces/neutral_028.jpg	1	1	98	None	None	None	None	125	523.36096	523.8614	523.36096	523.8614	522.8606	522.8605916	None	523.36096	None	n/a	-99	1	--
99.94942561	3.1.2	sof_task	2020_Feb_03_0953	yes	set7	999	100	neutral_047.jpg	faces	male	sof_images/faces/neutral_047.jpg	1	1	99	None	None	None	None	138	525.6425	526.1429	525.6425	526.1429	525.1423	525.142282	None	525.6425	None	n/a	-99	1	--
